date,open,high,low,close
2020-12-29 01:00:00.000,1.085530,1.085570,1.085500,1.085570
2020-12-29 01:01:00.000,1.085510,1.085620,1.085510,1.085620
2020-12-29 01:02:00.000,1.085630,1.085750,1.085620,1.085680
2020-12-29 01:03:00.000,1.085680,1.085740,1.085560,1.085560
2020-12-29 01:04:00.000,1.085560,1.085730,1.085500,1.085700
2020-12-29 01:05:00.000,1.085690,1.085760,1.085680,1.085750
2020-12-29 01:06:00.000,1.085760,1.085790,1.085500,1.085500
2020-12-29 01:07:00.000,1.085510,1.085570,1.085480,1.085530
2020-12-29 01:08:00.000,1.085510,1.085530,1.085460,1.085470
2020-12-29 01:09:00.000,1.085480,1.085500,1.085450,1.085450
2020-12-29 01:10:00.000,1.085460,1.085540,1.085450,1.085540
2020-12-29 01:11:00.000,1.085510,1.085530,1.085490,1.085520
2020-12-29 01:12:00.000,1.085530,1.085540,1.085510,1.085530
2020-12-29 01:13:00.000,1.085530,1.085550,1.085400,1.085460
2020-12-29 01:14:00.000,1.085450,1.085550,1.085450,1.085530
2020-12-29 01:15:00.000,1.085580,1.085670,1.085580,1.085660
2020-12-29 01:16:00.000,1.085660,1.085740,1.085650,1.085700
2020-12-29 01:17:00.000,1.085720,1.085870,1.085720,1.085870
2020-12-29 01:18:00.000,1.085840,1.085890,1.085830,1.085890
2020-12-29 01:19:00.000,1.085890,1.085910,1.085860,1.085870
2020-12-29 01:20:00.000,1.085850,1.085910,1.085840,1.085870
2020-12-29 01:21:00.000,1.085880,1.085900,1.085870,1.085890
2020-12-29 01:22:00.000,1.085890,1.085890,1.085840,1.085860
2020-12-29 01:23:00.000,1.085870,1.085890,1.085850,1.085850
2020-12-29 01:24:00.000,1.085860,1.085870,1.085840,1.085850
2020-12-29 01:25:00.000,1.085840,1.085850,1.085810,1.085850
2020-12-29 01:26:00.000,1.085840,1.085850,1.085840,1.085850
2020-12-29 01:27:00.000,1.085840,1.085850,1.085830,1.085850
2020-12-29 01:28:00.000,1.085840,1.085870,1.085830,1.085850
2020-12-29 01:29:00.000,1.085860,1.085860,1.085840,1.085860
2020-12-29 01:30:00.000,1.085870,1.085900,1.085850,1.085880
2020-12-29 01:31:00.000,1.085890,1.085910,1.085870,1.085880
2020-12-29 01:32:00.000,1.085870,1.085900,1.085840,1.085880
2020-12-29 01:33:00.000,1.085870,1.085880,1.085840,1.085840
2020-12-29 01:34:00.000,1.085850,1.085920,1.085840,1.085920
2020-12-29 01:35:00.000,1.085910,1.085910,1.085850,1.085860
2020-12-29 01:36:00.000,1.085850,1.085890,1.085830,1.085840
2020-12-29 01:37:00.000,1.085830,1.085870,1.085820,1.085870
2020-12-29 01:38:00.000,1.085860,1.085860,1.085820,1.085830
2020-12-29 01:39:00.000,1.085820,1.085880,1.085820,1.085830
2020-12-29 01:40:00.000,1.085840,1.085870,1.085810,1.085850
2020-12-29 01:41:00.000,1.085840,1.085860,1.085830,1.085860
2020-12-29 01:42:00.000,1.085860,1.085860,1.085830,1.085830
2020-12-29 01:43:00.000,1.085840,1.085860,1.085820,1.085820
2020-12-29 01:44:00.000,1.085820,1.085880,1.085820,1.085860
2020-12-29 01:45:00.000,1.085860,1.085940,1.085840,1.085920
2020-12-29 01:46:00.000,1.085930,1.085950,1.085840,1.085880
2020-12-29 01:47:00.000,1.085860,1.085900,1.085820,1.085860
2020-12-29 01:48:00.000,1.085860,1.085920,1.085850,1.085920
2020-12-29 01:49:00.000,1.085930,1.085930,1.085870,1.085880
2020-12-29 01:50:00.000,1.085880,1.086000,1.085860,1.086000
2020-12-29 01:51:00.000,1.085990,1.086030,1.085990,1.086030
2020-12-29 01:52:00.000,1.086010,1.086020,1.085950,1.085970
