date,open,high,low,close
2020-12-29 01:00:00.000,10.112900,10.113800,10.108600,10.113500
2020-12-29 01:01:00.000,10.113600,10.115300,10.110900,10.112500
2020-12-29 01:02:00.000,10.112500,10.116800,10.110700,10.116800
2020-12-29 01:03:00.000,10.116700,10.118000,10.114200,10.116000
2020-12-29 01:04:00.000,10.116300,10.117100,10.115700,10.116000
2020-12-29 01:05:00.000,10.116200,10.116400,10.113700,10.115800
2020-12-29 01:06:00.000,10.115900,10.116200,10.115000,10.115700
2020-12-29 01:07:00.000,10.115700,10.116800,10.107800,10.111300
2020-12-29 01:08:00.000,10.110000,10.113000,10.108200,10.111500
2020-12-29 01:09:00.000,10.111600,10.112200,10.107700,10.110700
2020-12-29 01:10:00.000,10.110800,10.111300,10.110400,10.111200
2020-12-29 01:11:00.000,10.110900,10.111600,10.110700,10.111500
2020-12-29 01:12:00.000,10.111600,10.113900,10.110300,10.113000
2020-12-29 01:13:00.000,10.113100,10.113300,10.112700,10.113000
2020-12-29 01:14:00.000,10.113200,10.113200,10.108800,10.112400
2020-12-29 01:15:00.000,10.112500,10.112700,10.109000,10.111300
2020-12-29 01:16:00.000,10.111400,10.111500,10.109500,10.111200
2020-12-29 01:17:00.000,10.111000,10.113500,10.111000,10.112700
2020-12-29 01:18:00.000,10.112600,10.113200,10.112000,10.112900
2020-12-29 01:19:00.000,10.113000,10.113000,10.112500,10.113000
2020-12-29 01:20:00.000,10.112500,10.113200,10.111100,10.112100
2020-12-29 01:21:00.000,10.112100,10.112800,10.110000,10.111300
2020-12-29 01:22:00.000,10.111600,10.111600,10.110200,10.111300
2020-12-29 01:23:00.000,10.111300,10.111300,10.111000,10.111100
2020-12-29 01:24:00.000,10.111000,10.111200,10.110800,10.111200
2020-12-29 01:25:00.000,10.111200,10.111200,10.109400,10.110200
2020-12-29 01:26:00.000,10.110400,10.110400,10.109200,10.110200
2020-12-29 01:27:00.000,10.110300,10.112600,10.110200,10.112400
2020-12-29 01:28:00.000,10.112200,10.112200,10.111600,10.112100
