date,open,high,low,close
2020-12-29 01:00:00.000,6.436540,6.437870,6.436520,6.437870
2020-12-29 01:01:00.000,6.437430,6.438750,6.437220,6.437220
2020-12-29 01:02:00.000,6.436700,6.438000,6.435170,6.437110
2020-12-29 01:03:00.000,6.436810,6.437350,6.435330,6.436200
2020-12-29 01:04:00.000,6.436790,6.437600,6.435600,6.435600
2020-12-29 01:05:00.000,6.436030,6.437120,6.435900,6.437120
2020-12-29 01:06:00.000,6.437150,6.437150,6.436350,6.436350
2020-12-29 01:07:00.000,6.436800,6.437120,6.432350,6.433710
2020-12-29 01:08:00.000,6.432870,6.435690,6.432870,6.434360
2020-12-29 01:09:00.000,6.434750,6.435630,6.432870,6.433450
2020-12-29 01:10:00.000,6.433830,6.434660,6.433180,6.433920
2020-12-29 01:11:00.000,6.434340,6.434340,6.433930,6.433930
2020-12-29 01:12:00.000,6.433600,6.436360,6.432780,6.436080
2020-12-29 01:13:00.000,6.436360,6.436710,6.435480,6.435480
2020-12-29 01:14:00.000,6.435090,6.435830,6.434640,6.435230
2020-12-29 01:15:00.000,6.435410,6.435790,6.433820,6.434240
2020-12-29 01:16:00.000,6.433730,6.433800,6.433160,6.433160
2020-12-29 01:17:00.000,6.433520,6.435100,6.433160,6.434410
2020-12-29 01:18:00.000,6.434750,6.436340,6.434670,6.435180
2020-12-29 01:19:00.000,6.435430,6.435890,6.434650,6.435570
2020-12-29 01:20:00.000,6.435790,6.435810,6.434270,6.434270
2020-12-29 01:21:00.000,6.434520,6.435270,6.433930,6.433930
2020-12-29 01:22:00.000,6.432930,6.434290,6.432930,6.433820
2020-12-29 01:23:00.000,6.434050,6.434640,6.433980,6.433980
2020-12-29 01:24:00.000,6.434270,6.434270,6.433760,6.433760
2020-12-29 01:25:00.000,6.431940,6.432670,6.431650,6.432060
2020-12-29 01:26:00.000,6.432080,6.432440,6.431670,6.432110
2020-12-29 01:27:00.000,6.432330,6.434620,6.432330,6.434350
2020-12-29 01:28:00.000,6.434320,6.435340,6.434310,6.434810
2020-12-29 01:29:00.000,6.435200,6.435540,6.434260,6.434260
