date,open,high,low,close
2020-12-29 01:00:00.000,0.758770,0.758800,0.758750,0.758800
2020-12-29 01:01:00.000,0.758810,0.758840,0.758590,0.758840
2020-12-29 01:02:00.000,0.758880,0.759090,0.758810,0.758920
2020-12-29 01:03:00.000,0.758950,0.759070,0.758820,0.758850
2020-12-29 01:04:00.000,0.758830,0.758840,0.758610,0.758660
2020-12-29 01:05:00.000,0.758680,0.758740,0.758580,0.758580
2020-12-29 01:06:00.000,0.758590,0.758770,0.758590,0.758770
2020-12-29 01:07:00.000,0.758820,0.758990,0.758750,0.758990
2020-12-29 01:08:00.000,0.759020,0.759130,0.758890,0.758940
2020-12-29 01:09:00.000,0.758940,0.759040,0.758900,0.758930
2020-12-29 01:10:00.000,0.758920,0.758960,0.758740,0.758750
2020-12-29 01:11:00.000,0.758740,0.758810,0.758720,0.758750
2020-12-29 01:12:00.000,0.758790,0.759090,0.758740,0.759050
2020-12-29 01:13:00.000,0.759060,0.759190,0.759000,0.759050
2020-12-29 01:14:00.000,0.759070,0.759070,0.759020,0.759020
2020-12-29 01:15:00.000,0.759020,0.759170,0.759010,0.759050
2020-12-29 01:16:00.000,0.759000,0.759060,0.758920,0.759000
2020-12-29 01:17:00.000,0.759010,0.759170,0.758910,0.759160
2020-12-29 01:18:00.000,0.759130,0.759270,0.759110,0.759170
2020-12-29 01:19:00.000,0.759140,0.759170,0.759010,0.759010
2020-12-29 01:20:00.000,0.758950,0.759030,0.758920,0.758970
2020-12-29 01:21:00.000,0.759010,0.759020,0.758930,0.758940
2020-12-29 01:22:00.000,0.758930,0.758960,0.758910,0.758920
2020-12-29 01:23:00.000,0.758960,0.759050,0.758930,0.759000
2020-12-29 01:24:00.000,0.759010,0.759060,0.758920,0.758920
2020-12-29 01:25:00.000,0.758910,0.758930,0.758910,0.758920
2020-12-29 01:26:00.000,0.758910,0.758920,0.758810,0.758860
2020-12-29 01:27:00.000,0.758850,0.758860,0.758810,0.758860
