date,open,high,low,close
2020-12-29 01:00:00.000,126.750000,126.778000,126.747000,126.774000
2020-12-29 01:01:00.000,126.775000,126.819000,126.774000,126.819000
2020-12-29 01:02:00.000,126.817000,126.868000,126.817000,126.853000
2020-12-29 01:03:00.000,126.855000,126.892000,126.848000,126.862000
2020-12-29 01:04:00.000,126.862000,126.880000,126.833000,126.861000
2020-12-29 01:05:00.000,126.859000,126.864000,126.846000,126.848000
2020-12-29 01:06:00.000,126.849000,126.855000,126.832000,126.832000
2020-12-29 01:07:00.000,126.836000,126.859000,126.836000,126.846000
2020-12-29 01:08:00.000,126.846000,126.870000,126.846000,126.863000
2020-12-29 01:09:00.000,126.863000,126.870000,126.846000,126.846000
2020-12-29 01:10:00.000,126.846000,126.885000,126.846000,126.870000
2020-12-29 01:11:00.000,126.862000,126.880000,126.862000,126.879000
2020-12-29 01:12:00.000,126.879000,126.889000,126.859000,126.871000
2020-12-29 01:13:00.000,126.872000,126.884000,126.867000,126.875000
2020-12-29 01:14:00.000,126.876000,126.879000,126.867000,126.875000
2020-12-29 01:15:00.000,126.877000,126.896000,126.877000,126.887000
2020-12-29 01:16:00.000,126.886000,126.900000,126.881000,126.898000
2020-12-29 01:17:00.000,126.896000,126.921000,126.893000,126.917000
2020-12-29 01:18:00.000,126.927000,126.928000,126.900000,126.914000
2020-12-29 01:19:00.000,126.914000,126.914000,126.892000,126.894000
2020-12-29 01:20:00.000,126.892000,126.903000,126.882000,126.901000
2020-12-29 01:21:00.000,126.902000,126.914000,126.899000,126.910000
2020-12-29 01:22:00.000,126.908000,126.910000,126.891000,126.908000
2020-12-29 01:23:00.000,126.909000,126.910000,126.886000,126.891000
2020-12-29 01:24:00.000,126.895000,126.906000,126.887000,126.887000
2020-12-29 01:25:00.000,126.886000,126.888000,126.869000,126.882000
2020-12-29 01:26:00.000,126.883000,126.883000,126.872000,126.875000
2020-12-29 01:27:00.000,126.877000,126.878000,126.872000,126.877000
2020-12-29 01:28:00.000,126.874000,126.884000,126.865000,126.877000
2020-12-29 01:29:00.000,126.877000,126.886000,126.871000,126.886000
2020-12-29 01:30:00.000,126.888000,126.903000,126.872000,126.899000
2020-12-29 01:31:00.000,126.900000,126.905000,126.896000,126.903000
2020-12-29 01:32:00.000,126.902000,126.915000,126.900000,126.907000
2020-12-29 01:33:00.000,126.906000,126.906000,126.888000,126.891000
2020-12-29 01:34:00.000,126.892000,126.919000,126.892000,126.919000
2020-12-29 01:35:00.000,126.921000,126.928000,126.910000,126.926000
2020-12-29 01:36:00.000,126.926000,126.933000,126.915000,126.930000
2020-12-29 01:37:00.000,126.931000,126.938000,126.926000,126.938000
2020-12-29 01:38:00.000,126.938000,126.944000,126.933000,126.942000
2020-12-29 01:39:00.000,126.941000,126.947000,126.935000,126.937000
2020-12-29 01:40:00.000,126.937000,126.953000,126.937000,126.950000
2020-12-29 01:41:00.000,126.950000,126.955000,126.947000,126.954000
2020-12-29 01:42:00.000,126.952000,126.953000,126.942000,126.943000
2020-12-29 01:43:00.000,126.944000,126.953000,126.943000,126.946000
2020-12-29 01:44:00.000,126.945000,126.949000,126.930000,126.934000
2020-12-29 01:45:00.000,126.935000,126.935000,126.920000,126.925000
2020-12-29 01:46:00.000,126.923000,126.925000,126.888000,126.889000
2020-12-29 01:47:00.000,126.891000,126.901000,126.887000,126.895000
2020-12-29 01:48:00.000,126.895000,126.903000,126.893000,126.903000
2020-12-29 01:49:00.000,126.902000,126.912000,126.897000,126.903000
2020-12-29 01:50:00.000,126.905000,126.916000,126.904000,126.913000
2020-12-29 01:51:00.000,126.912000,126.915000,126.908000,126.915000
2020-12-29 01:52:00.000,126.913000,126.914000,126.891000,126.893000
2020-12-29 01:53:00.000,126.893000,126.930000,126.893000,126.918000
2020-12-29 01:54:00.000,126.918000,126.955000,126.918000,126.939000
2020-12-29 01:55:00.000,126.943000,126.943000,126.908000,126.916000
2020-12-29 01:56:00.000,126.915000,126.949000,126.907000,126.936000
2020-12-29 01:57:00.000,126.937000,126.942000,126.928000,126.929000
2020-12-29 01:58:00.000,126.928000,126.934000,126.920000,126.930000
2020-12-29 01:59:00.000,126.933000,126.946000,126.929000,126.944000
2020-12-29 02:00:00.000,126.941000,126.947000,126.930000,126.935000
2020-12-29 02:01:00.000,126.934000,126.942000,126.921000,126.926000
2020-12-29 02:02:00.000,126.927000,126.927000,126.910000,126.916000
2020-12-29 02:03:00.000,126.918000,126.928000,126.914000,126.924000
2020-12-29 02:04:00.000,126.925000,126.930000,126.920000,126.930000
2020-12-29 02:05:00.000,126.929000,126.939000,126.916000,126.924000
2020-12-29 02:06:00.000,126.923000,126.924000,126.916000,126.919000
2020-12-29 02:07:00.000,126.916000,126.923000,126.911000,126.920000
2020-12-29 02:08:00.000,126.919000,126.919000,126.911000,126.913000
2020-12-29 02:09:00.000,126.912000,126.922000,126.901000,126.916000
2020-12-29 02:10:00.000,126.914000,126.943000,126.914000,126.943000
2020-12-29 02:11:00.000,126.945000,126.945000,126.923000,126.925000
2020-12-29 02:12:00.000,126.924000,126.932000,126.920000,126.928000
2020-12-29 02:13:00.000,126.927000,126.930000,126.918000,126.918000
2020-12-29 02:14:00.000,126.920000,126.921000,126.915000,126.917000
2020-12-29 02:15:00.000,126.916000,126.941000,126.915000,126.940000
2020-12-29 02:16:00.000,126.942000,126.948000,126.930000,126.932000
2020-12-29 02:17:00.000,126.932000,126.937000,126.924000,126.935000
2020-12-29 02:18:00.000,126.936000,126.939000,126.921000,126.921000
2020-12-29 02:19:00.000,126.920000,126.925000,126.919000,126.920000
2020-12-29 02:20:00.000,126.921000,126.938000,126.921000,126.931000
2020-12-29 02:21:00.000,126.932000,126.937000,126.923000,126.924000
2020-12-29 02:22:00.000,126.926000,126.929000,126.910000,126.915000
2020-12-29 02:23:00.000,126.916000,126.918000,126.888000,126.888000
2020-12-29 02:24:00.000,126.887000,126.891000,126.883000,126.889000
2020-12-29 02:25:00.000,126.888000,126.892000,126.880000,126.880000
2020-12-29 02:26:00.000,126.884000,126.884000,126.875000,126.882000
2020-12-29 02:27:00.000,126.882000,126.883000,126.862000,126.863000
2020-12-29 02:28:00.000,126.863000,126.886000,126.863000,126.884000
2020-12-29 02:29:00.000,126.884000,126.884000,126.860000,126.864000
2020-12-29 02:30:00.000,126.862000,126.879000,126.861000,126.879000
2020-12-29 02:31:00.000,126.878000,126.880000,126.867000,126.867000
2020-12-29 02:32:00.000,126.868000,126.876000,126.867000,126.874000
