Date,Price,Bid,Bid1,AI Predictions,Gain,ave1,ave3,ave5,ave7,ave15,ave30,ave90,sum1,sum3,sum5,sum7,sum15,sum30,sum90,sumsum,rsi1,rsi3,rsi5,rsi7,rsi15,rsi30,rsi90,Sma,Ema,Upperbound,Lowerbound
2021-01-07 06:30:00,9.291,Neutral,Neutral,Neutral,-2.0,-2.0,-6.0,-0.4,0.8571428571428571,0.4,-2.4,-1.1222222222222222,-2.0,-18.0,-2.0,6.0,6.0,-72.0,-101.0,-82.0,50.36844878473215,54.08640925343449,54.200253202325825,51.80807391577899,53.87190112579408,41.21101923540469,0.2970789483316736,9.290404999999993,9.29116918427618,9.33979368491498,9.273963315084995
2021-01-07 06:15:00,9.2912,Neutral,Neutral,Buy,-17.0,-17.0,8.0,6.4,0.5714285714264926,-0.19999999999902987,-0.3,-0.8777777777776161,-17.0,24.0,32.0,3.999999999985448,-2.999999999985448,-9.0,-78.99999999998545,31.0,50.72685392297407,56.92185929555319,54.45605547727034,51.13814914512998,53.40015647207,45.0019150549318,0.30967367920254674,9.290124999999993,9.291177860392906,9.340350911607496,9.27391908839248
2021-01-07 06:00:00,9.2929,Neutral,Neutral,Neutral,1.0,1.0,5.666666666666667,5.0,3.2857142857142856,4.266666666666667,0.03333333333333333,-1.0888888888888888,1.0,17.0,25.0,23.0,64.0,1.0,-98.0,131.0,53.745351276459665,53.93173118811725,51.021726804655366,50.71401892720186,53.65491943970137,45.487591188618445,0.31951209915736456,9.290069999999993,9.291176725028441,9.340922084978164,9.273867915021814
2021-01-07 05:45:00,9.2928,Neutral,Neutral,Neutral,40.0,40.0,16.0,3.9999999999970894,4.000000000002079,4.533333333333333,-1.5666666666666667,-1.2333333333333334,40.0,48.0,19.999999999985448,28.000000000014552,68.0,-47.0,-111.0,157.0,53.59452100027751,51.727880278423605,48.18738603309238,48.31880093972597,48.817800692001704,45.42682418782161,0.331649181357335,9.289964999999992,9.291088351952977,9.34145869615166,9.273822303848318
2021-01-07 05:30:00,9.2888,Neutral,Neutral,Neutral,-24.0,-24.0,-5.333333333333333,-3.6,-3.8571428571407784,-0.4666666666666667,-1.4666666666666666,-2.311111111111111,-24.0,-16.0,-18.0,-26.999999999985448,-7.0,-44.0,-208.0,-135.99999999998545,47.199424482594395,44.804984178811445,45.85997913495088,45.31452998052728,42.94234912842062,47.749870125701186,0.34545064720794016,9.289889999999993,9.291000575130054,9.341967896137746,9.273798103862234
2021-01-07 05:15:00,9.2912,Neutral,Neutral,Neutral,32.0,32.0,1.3333333333284827,2.4000000000029105,-1.8571428571428572,3.8666666666676366,-1.0,-2.1666666666666665,32.0,3.999999999985448,12.000000000014552,-13.0,58.00000000001455,-30.0,-195.0,63.00000000001455,51.1247493185843,46.88626731300362,47.648713366023415,47.80269965104644,43.41878496029238,49.97131925325548,0.372417618776538,9.289964999999992,9.291113425136723,9.342445093030587,9.273844906969394
2021-01-07 05:00:00,9.288,Neutral,Neutral,Neutral,-24.0,-24.0,-8.666666666666666,-6.999999999997089,-3.2857142857142856,-1.4,0.43333333333333335,-2.8,-24.0,-26.0,-34.99999999998545,-23.0,-21.0,13.0,-252.0,-115.99999999998545,45.514619076839985,46.307271213212225,46.353389673731186,49.005751856701295,38.138141422975416,51.48785579145383,0.3995711880417332,9.289899999999992,9.291108985400145,9.343048858380518,9.273789141619465
2021-01-07 04:45:00,9.2904,Neutral,Neutral,Neutral,-4.000000000014552,-4.000000000014552,1.333333333338184,-4.2,-2.5714285714285716,-0.2666666666676368,2.4333333333338185,-2.477777777777778,-4.000000000014552,4.000000000014552,-21.0,-18.0,-4.000000000014552,73.00000000001455,-223.0,30.0,49.46914998112282,49.56867682485343,49.68273266925528,51.11932336915064,39.37359452742232,50.88812549564908,0.4378833232882897,9.29004499999999,9.291268420548871,9.343692414832613,9.273751585167368
2021-01-07 04:30:00,9.2908,Neutral,Neutral,Neutral,2.000000000014552,2.000000000014552,-2.333333333323632,1.0000000000029103,0.5714285714306503,-0.3333333333323632,2.5666666666676368,-2.177777777777616,2.000000000014552,-6.999999999970896,5.000000000014552,4.000000000014552,-4.999999999985448,77.0000000000291,-195.99999999998545,76.00000000011642,50.143401477131974,49.05611096010763,51.753758437663684,52.77335802776297,39.6004886774152,47.504165787202076,0.47533409749094346,9.29003999999999,9.291312954935993,9.344387748185511,9.273656251814472
2021-01-07 04:15:00,9.2906,Neutral,Neutral,Neutral,6.000000000014552,6.000000000014552,-6.333333333333333,-3.2,-1.2857142857122068,0.2,1.199999999999515,-2.522222222222222,6.000000000014552,-19.0,-16.0,-8.999999999985448,3.0,35.99999999998545,-227.0,1.000000000014552,49.8258951201689,49.87992362124164,51.30498143932825,52.4559201417027,39.86714921190731,43.704967801242944,0.5110032315561455,9.290099999999992,9.291339260317327,9.345119351853219,9.273537648146762
