Date,Price,Bid,Bid1,AI Predictions,Gain,ave1,ave3,ave5,ave7,ave15,ave30,ave90,sum1,sum3,sum5,sum7,sum15,sum30,sum90,sumsum,rsi1,rsi3,rsi5,rsi7,rsi15,rsi30,rsi90,Sma,Ema,Upperbound,Lowerbound
2021-01-07 06:30:00,10.0658,Neutral,Neutral,Neutral,2.0,2.0,0.6666666666666666,-2.0,-0.2857142857142857,-0.4666666666666667,-1.7,1.8888888888888888,2.0,2.0,-10.0,-2.0,-7.0,-51.0,170.0,-66.0,50.31601319099286,51.31754126376088,52.884219670535316,53.58003163492574,71.51899545131879,54.550496787556696,96.78008165683289,10.066860000000002,10.065040067591365,10.088944226189657,10.040813773810338
2021-01-07 06:15:00,10.0656,Neutral,Neutral,Neutral,-10.0,-10.0,-7.0,0.4,-4.142857142857143,-1.0666666666666667,-1.3333333333333333,2.066666666666667,-10.0,-21.0,2.0,-29.0,-16.0,-40.0,186.0,-114.0,49.92839995319397,51.094989734700356,53.771334614031446,53.73021561530665,72.09538298450728,57.800259576514605,96.36967633290081,10.066705000000002,10.065001096698616,10.089467057801011,10.040583942198984
2021-01-07 06:00:00,10.0666,Neutral,Neutral,Neutral,10.0,10.0,-0.6666666666666666,1.2,-3.4285714285735076,2.2,-1.2333333333333334,1.9777777777777779,10.0,-2.0,6.0,-24.000000000014552,33.0,-37.0,178.0,-14.000000000014552,51.804854020875894,53.47864294722354,53.62686865352537,55.837534188881236,73.35005695350841,60.42176960795524,95.82964280814194,10.066060000000004,10.064970383708802,10.08997886923807,10.040366130761928
2021-01-07 05:45:00,10.0656,Neutral,Neutral,Neutral,-21.0,-21.0,0.6666666666666666,-5.8,-5.0,-0.3333333333333333,-1.5,1.8,-21.0,2.0,-29.0,-35.0,-5.0,-45.0,162.0,-133.0,50.06210088083743,53.7001903168932,53.21962488741663,57.57276503714825,72.43119416743112,62.870997140533575,95.1943905425075,10.065225000000003,10.064886813642588,10.090508367738865,10.040131632261131
2021-01-07 05:30:00,10.0677,Neutral,Neutral,Sell,9.0,9.0,5.666666666666667,-2.60000000000291,-2.0,1.7333333333343035,0.6666666666666666,1.4111111111111112,9.0,17.0,-13.000000000014552,-14.0,26.000000000014552,20.0,127.0,45.0,53.85990694814865,53.52139562735207,55.403287937881906,60.10201760165154,72.78426615830472,65.88721676228043,94.48435591043913,10.064630000000005,10.064850239983233,10.091008365214265,10.039927634785734
2021-01-07 05:15:00,10.0668,Neutral,Neutral,Sell,14.0,14.0,-5.666666666666667,-4.6,-4.142857142855064,2.7333333333333334,-0.4666666666661816,0.9888888888888889,14.0,-17.0,-23.0,-28.999999999985448,41.0,-13.999999999985448,89.0,-27.999999999970896,52.4235776299814,52.060208655095636,56.365989378857215,61.098993070149,72.12824074527957,65.19817194898468,93.8196180808612,10.063785000000005,10.064704098443912,10.091449542007352,10.039747457992645
2021-01-07 05:00:00,10.0654,Neutral,Neutral,Neutral,-6.0,-6.0,-12.000000000004851,-7.4,-1.0,8.466666666666667,1.2666666666666666,0.37777777777777777,-6.0,-36.00000000001455,-37.0,-7.0,127.0,38.0,34.0,78.99999999998545,50.18357266824825,53.62566410456812,58.02233547721683,63.112705723813846,71.108483552698,66.06557083855,93.29367288065382,10.063535000000005,10.06459661631283,10.092005147589207,10.03950285241079
2021-01-07 04:45:00,10.066,Neutral,Neutral,Neutral,-25.0,-25.0,-10.333333333333334,-7.39999999999709,-2.857142857142857,10.733333333334304,1.4333333333333333,0.9444444444446062,-25.0,-31.0,-36.99999999998545,-20.0,161.00000000001455,43.0,85.00000000001455,91.0000000000291,51.14180716365793,56.995792946102696,60.68620621845286,63.582400494575445,67.71043333574022,64.88821643865036,93.08492290369651,10.063380000000004,10.064555417149387,10.092599791225908,10.03924720877409
2021-01-07 04:30:00,10.0685,Neutral,Neutral,Neutral,-5.000000000014552,-5.000000000014552,-2.0,4.8,2.857142857142857,9.866666666667637,2.2,1.2444444444444445,-5.000000000014552,-6.0,24.0,20.0,148.00000000001455,66.0,112.0,247.0,55.22144961830468,60.011453653408346,63.38857260976791,64.86308994405397,62.52148562621955,63.559757621108645,92.54632122803064,10.063330000000004,10.064481335977561,10.093142748430614,10.039024251569382
2021-01-07 04:15:00,10.069,Neutral,Neutral,Neutral,-0.9999999999854481,-0.9999999999854481,-2.333333333323632,2.0000000000029106,2.5714285714306504,12.133333333334303,2.4666666666671517,1.211111111111273,-0.9999999999854481,-6.999999999970896,10.000000000014552,18.000000000014552,182.00000000001455,74.00000000001455,109.00000000001455,276.00000000010186,56.05183788075253,60.58759395638402,62.37954483120407,64.19338187333943,56.56312465865038,61.482733904873676,91.76117536582944,10.063170000000003,10.064275250643078,10.09382846601616,10.038688533983837
2021-01-07 04:00:00,10.0691,Neutral,Neutral,Neutral,0.0,0.0,10.0,5.2,8.285714285714286,4.866666666666666,2.933333333333333,1.1,0.0,30.0,26.0,58.0,73.0,88.0,99.0,275.0,56.20881021031296,61.22436085060685,61.97406388581897,63.613797694723914,46.92860857929926,59.052841349177065,90.89438792485605,10.063350000000003,10.064032955804262,10.094591549804537,10.038299450195456
