Date,Price,Bid,Bid1,AI Predictions,Gain,ave1,ave3,ave5,ave7,ave15,ave30,ave90,sum1,sum3,sum5,sum7,sum15,sum30,sum90,sumsum,rsi1,rsi3,rsi5,rsi7,rsi15,rsi30,rsi90,Sma,Ema,Upperbound,Lowerbound
2021-01-07 07:40:00,5.9481,Buy,Neutral,Neutral,11.0,11.0,-2.3333333333333335,-2.4,-5.0,-2.6666666666666665,-1.7333333333330907,0.7777777777778586,11.0,-7.0,-12.0,-35.0,-40.0,-51.999999999992724,70.00000000000728,-134.99999999999272,41.22689154528747,29.27181565168422,24.92565779939777,24.481038383055648,25.77747419013187,26.18628114314822,18.199606632756996,5.950520000000007,5.950616877684646,5.9632710080882765,5.939910991911684
2021-01-07 07:35:00,5.947,Buy,Neutral,Buy,-26.0,-26.0,-7.333333333333333,-11.0,-3.857142857142857,-2.8666666666666667,-2.533333333333333,-0.23333333333325249,-26.0,-22.0,-55.0,-27.0,-43.0,-76.0,-20.999999999992724,-249.0,36.26217293695489,30.4212379401295,26.23504755636108,28.38087822815983,30.03535320813151,29.94853051263145,5.136442247083224,5.950670000000008,5.9507459483351415,5.963282966621473,5.939867033378486
2021-01-07 07:30:00,5.9496,Buy,Neutral,Neutral,8.0,8.0,1.0,-4.0,-1.9999999999989606,-0.9333333333328483,-1.6666666666666667,-0.37777777777777777,8.0,3.0,-20.0,-13.999999999992724,-13.999999999992724,-50.0,-34.0,-86.99999999998545,44.515363693458816,34.35860018058523,33.78945171331151,32.03661194762621,35.96545742467552,37.20241115497828,5.375583893690674,5.950870000000007,5.950938048249764,5.963290859815193,5.939841140184767
2021-01-07 07:25:00,5.9488,Buy,Neutral,Neutral,-4.0,-4.0,-12.333333333333334,-1.8,-3.2857142857142856,-0.9333333333333333,-2.266666666666424,-0.45555555555555555,-4.0,-37.0,-9.0,-23.0,-14.0,-67.99999999999272,-41.0,-154.99999999999272,40.65636949259069,33.26490406727764,37.42864467493629,34.154880831961606,38.24852726274455,43.663141161458285,5.780167387162194,5.9508900000000065,5.951006666108727,5.96329363357231,5.939808366427649
2021-01-07 07:20:00,5.9492,Buy,Neutral,Neutral,-1.0,-1.0,-8.0,-3.599999999998545,-3.4285714285714284,-0.8666666666666667,-0.9333333333333333,-0.6111111111111112,-1.0,-24.0,-17.999999999992724,-24.0,-13.0,-28.0,-55.0,-107.99999999999272,42.013028465507944,41.10919278376172,39.19246502518549,37.9864663066522,40.644317320572014,55.92913823663284,6.31212678517052,5.950980000000007,5.951119828473277,5.963296451039548,5.939785548960413
2021-01-07 07:15:00,5.9493,Neutral,Neutral,Neutral,-32.0,-32.0,-1.3333333333333333,-3.6,-3.142857142857143,-1.2,-0.5,-0.5333333333334142,-32.0,-4.0,-18.0,-22.0,-18.0,-15.0,-48.000000000007276,-109.0,42.34101703434601,47.91470736705132,42.951476560536314,42.619109322892434,42.96479512806223,62.65951445435232,7.129438124160615,5.951045000000006,5.951218281215496,5.963296559254973,5.939786440744987
2021-01-07 07:10:00,5.9525,Neutral,Neutral,Neutral,9.0,9.0,5.000000000002426,1.8,0.2857142857142857,1.0000000000004852,-0.2,-0.32222222222222224,9.0,15.000000000007276,9.0,2.0,15.000000000007276,-6.0,-29.0,44.00000000001455,55.12969318909542,49.174580307085144,47.150758977607175,47.55572734641137,46.368442535186354,66.64925893725797,7.965242579411253,5.951125000000006,5.951316654611162,5.963301847120003,5.939800152879957
2021-01-07 07:05:00,5.9516,Neutral,Neutral,Neutral,19.0,19.0,1.6666666666666667,0.2,-0.5714285714285714,1.0666666666666667,-0.16666666666666666,-0.24444444444444444,19.0,5.0,1.0,-4.0,16.0,-5.0,-22.0,32.0,51.287179452600164,44.05199632566067,44.63773788783459,47.03786628148022,42.86609019683308,68.2637037862695,8.52598860303658,5.9510750000000066,5.951255970232248,5.963292682392138,5.939791317607822
2021-01-07 07:00:00,5.9497,Neutral,Neutral,Neutral,-12.999999999992724,-12.999999999992724,-6.333333333333333,-5.2,-3.4285714285714284,-0.6,-0.36666666666666664,-0.6111111111110302,-12.999999999992724,-19.0,-26.0,-24.0,-9.0,-11.0,-54.999999999992724,-101.99999999999272,41.459819733618986,42.250427110673066,44.36478988662265,47.91657775801281,38.91498930515814,69.56767941978964,8.970867319332129,5.951090000000006,5.951238327680056,5.963316665141352,5.939798334858607
2021-01-07 06:55:00,5.951,Neutral,Neutral,Neutral,-1.000000000007276,-1.000000000007276,-1.666666666669092,-2.0000000000014553,-0.428571428572468,0.33333333333284826,0.0,-0.411111111111192,-1.000000000007276,-5.000000000007276,-10.000000000007276,-3.000000000007276,4.999999999992724,0.0,-37.000000000007276,-14.00000000003638,47.55513322924161,47.66641606655284,50.358998296062246,53.483069609519866,40.37332162087322,72.39263761820487,10.207276061398417,5.951255000000007,5.951317216279032,5.963342097375504,5.939817902624455
2021-01-07 06:50:00,5.9511,Neutral,Neutral,Neutral,-5.0,-5.0,-4.0,-2.0,0.14285714285818227,0.13333333333333333,0.6333333333333333,-0.17777777777777778,-5.0,-12.0,-10.0,1.000000000007276,2.0,19.0,-16.0,-4.999999999992724,48.05982096444078,49.207805523540344,52.91223750599262,54.21409647678182,39.19787985262486,72.39263761820487,11.168868797755081,5.951380000000007,5.951333483780522,5.963347535811441,5.939823464188518
2021-01-07 06:45:00,5.9516,Neutral,Neutral,Neutral,1.0,1.0,-1.3333333333333333,0.6,2.0,0.06666666666666667,0.3,-0.7333333333333333,1.0,-4.0,3.0,14.0,1.0,9.0,-66.0,24.0,50.55061075002351,53.02938630391353,55.52637900897887,54.01956757869593,38.74939665059895,70.61552916658444,11.60797687188338,5.951490000000008,5.9513454573077285,5.963349339966368,5.93982566003359
2021-01-07 06:40:00,5.9515,Neutral,Neutral,Neutral,-8.0,-8.0,-2.0,1.0000000000014553,1.4285714285714286,-0.26666666666666666,-0.16666666666666666,-0.711111111111192,-8.0,-6.0,5.000000000007276,10.0,-4.0,-5.0,-64.00000000000728,-7.999999999992724,50.0700353922217,54.33551785032625,54.90575197998408,51.3314772760261,38.53891560262456,69.75931001555907,13.665959097881569,5.951640000000007,5.9513324038363296,5.963341974559432,5.939801025440525
2021-01-07 06:35:00,5.9523,Neutral,Neutral,Neutral,3.0,3.0,3.3333333333333335,4.2,1.7142857142857142,-0.4666666666666667,-0.4,-0.411111111111192,3.0,10.0,21.0,12.0,-7.0,-12.0,-37.000000000007276,27.0,53.96610728349955,56.26580274782604,53.910356626841946,49.36820088819588,39.03717594997522,70.82391825926902,16.261991937543016,5.951795000000008,5.95132380916127,5.96334103296281,5.939799967037147
2021-01-07 06:30:00,5.952,Neutral,Neutral,Neutral,-1.0,-1.0,3.3333333333357587,3.0,1.428571428572468,-1.0,0.6333333333333333,0.022222222222141378,-1.0,10.000000000007276,15.0,10.000000000007276,-15.0,19.0,1.999999999992724,38.00000000001455,52.68406279886998,53.721424643165214,49.56887767125482,46.98518411264746,39.87491738744814,73.31748957120833,18.10868182147958,5.951960000000009,5.951273748092618,5.963357893994525,5.939804106005434
2021-01-07 06:25:00,5.9521,Neutral,Neutral,Neutral,8.0,8.0,6.333333333333333,2.0,3.0,-0.799999999999515,0.16666666666666666,-0.4111111111111111,8.0,19.0,10.0,21.0,-11.999999999992724,5.0,-37.0,51.000000000007276,53.14216108487167,51.078559241044466,46.20811044370465,44.98141715669721,41.65357528753941,71.86089108300598,17.63923740698182,5.951960000000009,5.95123650440506,5.963359684953315,5.939805315046644
2021-01-07 06:20:00,5.9513,Neutral,Neutral,Neutral,3.000000000007276,3.000000000007276,2.6666666666666665,0.6000000000014551,1.0,-2.2,-0.4,-0.32222222222222224,3.000000000007276,8.0,3.000000000007276,7.0,-33.0,-12.0,-29.0,-23.999999999985448,49.90647560657431,45.59724254844964,43.89350485259219,40.60374072171081,43.08110367660272,71.48044987004288,19.566035444146323,5.951895000000008,5.951192222579679,5.963358542269627,5.9398044577303315
2021-01-07 06:15:00,5.951,Neutral,Neutral,Neutral,7.999999999992724,7.999999999992724,-0.33333333333575865,1.9999999999985447,0.7142857142846749,-2.400000000000485,0.6999999999997575,-0.133333333333495,7.999999999992724,-1.000000000007276,9.999999999992724,4.999999999992724,-36.000000000007276,20.999999999992724,-12.000000000014552,6.999999999956344,48.67228405866924,43.10487303843532,43.21281843680842,39.10399680084268,47.21292348153609,73.70108737757224,21.255881322814332,5.9519850000000085,5.951186695532483,5.9633536731489025,5.939794326851058
2021-01-07 06:10:00,5.9502,Neutral,Neutral,Neutral,-3.0,-3.0,-2.6666666666642413,-0.8,-1.0,-3.599999999999515,0.09999999999975746,-0.2111111111111111,-3.0,-7.999999999992724,-4.0,-7.0,-53.999999999992724,2.999999999992724,-19.0,-72.99999999999272,45.33744437362701,43.33531352817697,40.99717001484783,38.06678142300348,52.29341115499131,72.30285700280494,21.985470859515402,5.952040000000009,5.951196269662355,5.963352543383114,5.939792456616847
2021-01-07 06:05:00,5.9505,Neutral,Neutral,Neutral,-6.0,-6.0,1.6666666666666667,0.0,-1.4285714285714286,-1.0,0.23333333333333334,0.05555555555555555,-6.0,5.0,0.0,-10.0,-15.0,7.0,5.0,-19.0,46.38690216648469,45.12748196430261,41.600034263187176,38.928755144785725,61.51316078802398,72.10612862501802,23.153925289670894,5.952070000000009,5.951247360414271,5.963378680669577,5.939808319330385
