date,open,high,low,close
2020-12-29 01:00:00.000,0.674000,0.674000,0.673900,0.673900
2020-12-29 01:01:00.000,0.673900,0.673900,0.673800,0.673900
2020-12-29 01:02:00.000,0.674000,0.674000,0.673800,0.673900
2020-12-29 01:03:00.000,0.674000,0.674000,0.673700,0.673700
2020-12-29 01:04:00.000,0.673700,0.673700,0.673500,0.673700
2020-12-29 01:05:00.000,0.673700,0.673800,0.673700,0.673700
2020-12-29 01:06:00.000,0.673800,0.673800,0.673600,0.673600
2020-12-29 01:07:00.000,0.673700,0.673800,0.673600,0.673800
2020-12-29 01:08:00.000,0.673900,0.673900,0.673600,0.673600
2020-12-29 01:09:00.000,0.673700,0.673700,0.673600,0.673600
2020-12-29 01:10:00.000,0.673700,0.673700,0.673500,0.673500
2020-12-29 01:11:00.000,0.673600,0.673600,0.673500,0.673500
2020-12-29 01:12:00.000,0.673600,0.673800,0.673500,0.673800
2020-12-29 01:13:00.000,0.673800,0.673900,0.673600,0.673700
2020-12-29 01:14:00.000,0.673800,0.673800,0.673700,0.673700
2020-12-29 01:15:00.000,0.673800,0.673900,0.673800,0.673800
2020-12-29 01:16:00.000,0.673800,0.673900,0.673700,0.673700
2020-12-29 01:17:00.000,0.673800,0.673900,0.673700,0.673900
2020-12-29 01:18:00.000,0.673900,0.674000,0.673800,0.673900
2020-12-29 01:19:00.000,0.673800,0.673900,0.673800,0.673900
2020-12-29 01:20:00.000,0.673900,0.673900,0.673800,0.673800
2020-12-29 01:21:00.000,0.673900,0.673900,0.673800,0.673800
2020-12-29 01:22:00.000,0.673900,0.673900,0.673800,0.673800
2020-12-29 01:23:00.000,0.673900,0.673900,0.673900,0.673900
2020-12-29 01:24:00.000,0.674000,0.674000,0.673900,0.673900
2020-12-29 01:25:00.000,0.673800,0.673800,0.673800,0.673800
2020-12-29 01:26:00.000,0.673800,0.673800,0.673700,0.673800
2020-12-29 01:27:00.000,0.673800,0.673800,0.673700,0.673800
2020-12-29 01:28:00.000,0.673700,0.673900,0.673700,0.673900
2020-12-29 01:29:00.000,0.673900,0.674000,0.673900,0.674000
2020-12-29 01:30:00.000,0.673900,0.674000,0.673900,0.673900
2020-12-29 01:31:00.000,0.674000,0.674000,0.673900,0.673900
2020-12-29 01:32:00.000,0.674000,0.674200,0.673800,0.674100
2020-12-29 01:33:00.000,0.674200,0.674200,0.674100,0.674100
2020-12-29 01:34:00.000,0.674000,0.674200,0.674000,0.674100
2020-12-29 01:35:00.000,0.674100,0.674100,0.674000,0.674000
2020-12-29 01:36:00.000,0.674100,0.674100,0.674000,0.674000
2020-12-29 01:38:00.000,0.674100,0.674100,0.674000,0.674000
2020-12-29 01:39:00.000,0.674100,0.674100,0.673900,0.674000
2020-12-29 01:40:00.000,0.674000,0.674000,0.673900,0.673900
2020-12-29 01:41:00.000,0.674000,0.674000,0.673900,0.674000
2020-12-29 01:42:00.000,0.674000,0.674000,0.673900,0.673900
2020-12-29 01:43:00.000,0.674000,0.674000,0.674000,0.674000
2020-12-29 01:44:00.000,0.674100,0.674100,0.674000,0.674000
2020-12-29 01:45:00.000,0.674100,0.674100,0.674000,0.674100
2020-12-29 01:47:00.000,0.674100,0.674100,0.674000,0.674100
2020-12-29 01:49:00.000,0.674200,0.674200,0.674100,0.674100
2020-12-29 01:50:00.000,0.674100,0.674200,0.674000,0.674200
2020-12-29 01:51:00.000,0.674100,0.674200,0.674100,0.674100
2020-12-29 01:52:00.000,0.674100,0.674100,0.674000,0.674000
2020-12-29 01:53:00.000,0.674100,0.674100,0.674000,0.674000
2020-12-29 01:54:00.000,0.673900,0.674100,0.673800,0.674100
2020-12-29 01:55:00.000,0.674200,0.674200,0.674100,0.674100
2020-12-29 01:56:00.000,0.674000,0.674100,0.674000,0.674000
2020-12-29 01:57:00.000,0.674100,0.674100,0.674000,0.674000
2020-12-29 01:58:00.000,0.674100,0.674100,0.674100,0.674100
2020-12-29 01:59:00.000,0.674100,0.674100,0.674000,0.674000
2020-12-29 02:00:00.000,0.674100,0.674100,0.673800,0.673900
2020-12-29 02:01:00.000,0.673900,0.674000,0.673800,0.673900
2020-12-29 02:02:00.000,0.673900,0.673900,0.673800,0.673800
2020-12-29 02:03:00.000,0.673900,0.673900,0.673800,0.673900
2020-12-29 02:04:00.000,0.673800,0.673900,0.673800,0.673900
2020-12-29 02:05:00.000,0.673900,0.673900,0.673800,0.673900
2020-12-29 02:06:00.000,0.673900,0.674000,0.673800,0.674000
2020-12-29 02:07:00.000,0.674000,0.674100,0.674000,0.674100
2020-12-29 02:08:00.000,0.674000,0.674200,0.674000,0.674100
2020-12-29 02:09:00.000,0.674100,0.674100,0.674000,0.674100
2020-12-29 02:10:00.000,0.674100,0.674100,0.674100,0.674100
2020-12-29 02:11:00.000,0.674000,0.674100,0.674000,0.674100
2020-12-29 02:12:00.000,0.674100,0.674100,0.674100,0.674100
2020-12-29 02:13:00.000,0.674000,0.674100,0.674000,0.674100
2020-12-29 02:14:00.000,0.674100,0.674100,0.674000,0.674100
2020-12-29 02:17:00.000,0.674200,0.674200,0.674200,0.674200
2020-12-29 02:18:00.000,0.674200,0.674200,0.674200,0.674200
2020-12-29 02:19:00.000,0.674100,0.674200,0.674100,0.674200
2020-12-29 02:20:00.000,0.674100,0.674200,0.674100,0.674200
2020-12-29 02:21:00.000,0.674200,0.674200,0.674100,0.674100
2020-12-29 02:22:00.000,0.674200,0.674200,0.674100,0.674100
2020-12-29 02:23:00.000,0.674100,0.674200,0.674100,0.674100
2020-12-29 02:25:00.000,0.674200,0.674200,0.674100,0.674200
2020-12-29 02:26:00.000,0.674200,0.674200,0.674200,0.674200
2020-12-29 02:27:00.000,0.674300,0.674300,0.674200,0.674200
